X,Timestamp,ID,GENDER,AGE,DATE_OF_BIRTH,0TIO0LITY,COUNTRY_OF_RESIDENCE,ENGLISH_FIRST_LENGUAGE,IF_NOT_ENGLISH_SPECIFY,HIGHEST_LEVEL_EDUCATION,OCCUPATION,DOMI0NT_HAND,DO_YOU_DRIVE,CURRENTLY_LEARNING_DRIVE,CURRENTLY_HOLD_LEARNING_DRIVER_PERMIT,CURRENTLY_HOLD_FULL_DRIVING_LICENSE,RECEIVE_FULL_DRIVING_LICENSE,AGE_STARTED_DRIVING,AVERAGE_KM_MILEAGE_PER_YEAR,HAVE_PE0LTY_POINTS,PE0LTY_POINTS_FOR_WHAT,COLLISIONS_LAST_TWO_YEARS,HOW_MANY_COLLISIONS_LAST_TWO_YEARS,HOW_SERIOUS_COLLISIONS,FOR_HOW_MANY_WERE_CULPABLE,EVER_SMOKED,SMOKE_CURRENTLY,HOW_MANY_YEARS_SMOKING,HOW_MANY_CIGARETTES_PER_WEEK,EVER_DRANK_ALCOHOL,DRINK_CURRENTLY,HOW_MANY_YEARS_DRINKING,HOW_MUCH_UNITS_OF_ALCOHOL_PER_WEEK,PREVIOUSLY_DIAGNOSED_HEALTH_CONDITION_REQUIRING_SIGNIFICANT_LIFESTYLE_CHANGES.,CONSIDER_YOURSELF_RISKTAKER,DEAL_WITH_RISK_AND_UNCERTANTLY_DAILY_BASIS,Admitting.that.your.tastes.are.different.from.those.of.a.friend,Going.camping.in.the.wilderness,Betting.a.day.s.income.at.the.horse.races,Investing.10..of.your.annual.income.in.a.moderate.growth.mutual.fund,Drinking.heavily.at.a.social.function,Taking.some.questio0ble.deductions.on.your.income.tax.return,Disagreeing.with.an.authority.figure.on.a.major.issue,Betting.a.day.s.income.at.a.high.stake.poker.game,Having.an.affair.with.a.married.man.woman,Passing.off.someone.else.s.work.as.your.own,Going.down.a.ski.run.that.is.beyond.your.ability,Investing.5..of.your.annual.income.in.a.very.speculative.stock,Going.whitewater.rafting.at.hight.water.in.the.spring,Betting.a.day.s.income.on.the.outcome.of.a.sporting.event,Engaging.in.unprotected.sex,Revealing.a.friend.s.secret.to.someone.else,Driving.a.car.without.wearing.a.seat.belt,Investing.10..of.your.annual.income.in.a.new.business.venture,Taking.a.skydiving.class,Riding.a.motorcycle.without.a.helmet,Choosing.a.career.that.you.truly.enjoy.over.a.more.secure.one,Speaking.your.mind.about.an.unpopular.issue.in.a.meeting.at.work,Sunbathing.without.sunscreen,Bungee.jumping.off.a.tall.bridge,Piloting.a.small.plane,Walking.home.alone.at.night.in.an.unsafe.area.of.town,Moving.to.a.city.far.away.from.your.extended.family,Starting.a.new.career.in.your.mid.thirties,Leaving.your.young.children.alone.at.home.while.running.an.errand,Not.returning.a.wallet.you.found.that.contains....200,I.plan.tasks.carefully,I.do.things.without.thinking,I.make.up.my.mind.quickly,I.am.happy.go.lucky,I.don.t..pay.attention.,I.have..racing..thoughts,I.plan.trips.well.ahead.of.time,I.am.self.controlled,I.concentrate.easily,I.save.regularly,I..squirm..at.plays.or.lectures,I.am.a.careful.thinker,I.plan.for.job.security,I.say.things.without.thinking,I.like.to.think.about.complex.problems,I.change.jobs,I.act..on.impulse.,I.get.easily.bored.when.solving.thought.problems,I.act.on.the.spur.of.the.moment,I.am.a.steady.thinker,I.change.residences,I.buy.things.on.impulse,I.can.only.think.about.one.thing.at.a.time,I.change.hobbies,I.spend.or.charge.more.than.I.earn,I.often.have.extraneous.thoughts.when.thinking,I.am.more.interested.in.the.present.than.the.future,I.am.restless.at.the.theater.or.lectures,I.like.puzzles,I.am.future.oriented,BIS_Sum,BIS_Attention,BIS_Cog_Instability,BIS_Motor,BIS_Perseverance,BIS_self_control,BIS_Cog_Complexity,DOS_Ethical,DOS_Fin_Investment,DOS_Fin_Gambling,DOS_HealthSafety,DOS_Recreatio0l,DOS_Social,AGE_Precent_Smoking,AGE_Precent_Drinking
660,6/26/13 10:04,64310,Male,21,4/15/92,Irish,Ireland,Yes,0,Secondary (Leaving Cert),student,Left handed,No,No,No,No,0,0,0,0,0,0,0,0,0,No,No,0,0,Yes,Yes,4,2,No,Yes,No,7,7,1,5,5,3,6,1,1,1,3,2,4,1,1,3,2,2,7,1,6,7,1,7,4,7,7,2,1,1,3,3,3,4,3,3,2,2,1,0,1,2,4,4,4,4,3,1,3,2,1,0,1,1,1,2,2,1,4,3,0,8,6,0,9,17,0,10,9,3,17,32,35,21,17
661,6/26/13 10:06,64459,Female,25,4/14/85,Irish,Ireland,Yes,0,Fourth Level,Trainer,Right handed,No,Yes,No,0,0,25,0,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,0,6,No,Yes,No,7,7,1,4,7,2,3,1,1,1,3,1,7,1,3,2,1,1,6,1,7,7,5,5,6,5,6,6,1,4,2,2,3,3,3,2,3,3,2,3,4,4,4,4,4,2,3,2,3,2,1,0,3,1,1,1,2,3,3,3,0,14,4,0,9,20,14,11,6,3,22,34,36,25,25
662,6/26/13 10:06,64308,Female,31,12/31/81,Brazilian,Ireland,No,Portuguese,Secondary (Leaving Cert),Receptionist,Right handed,No,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,10,175,Yes,Yes,15,4,No,Yes,No,7,4,5,4,5,3,4,2,1,1,5,4,5,3,5,1,1,5,7,3,6,4,5,6,4,2,7,7,1,4,3,3,2,2,4,4,2,3,2,2,2,3,2,3,3,3,3,2,3,3,3,0,1,3,1,4,3,2,4,3,0,13,11,0,10,16,14,11,13,10,21,31,35,21,16
663,6/26/13 10:11,64305,Female,24,5/14/89,Irish,Ireland,Yes,0,Fourth Level,teacher,Right handed,No,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,6,90,Yes,No,0,0,No,No,Yes,7,6,1,1,1,5,5,1,1,4,1,1,1,1,1,3,1,1,5,6,7,7,7,2,5,6,7,7,1,1,3,2,2,3,1,4,4,4,4,1,1,4,1,3,4,1,2,1,2,1,3,0,1,4,3,4,3,1,3,4,0,8,12,0,9,19,12,15,3,3,22,20,40,18,24
664,6/26/13 10:12,64460,Male,22,12/01/1990,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Day Centre,Right handed,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
665,6/26/13 10:23,64589,Male,54,7/23/58,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),eircom tecnichian,Right handed,Yes,0,0,Yes,1978,18,10000,No,0,No,0,0,0,No,0,0,0,Yes,Yes,0,11,No,No,No,7,5,4,5,2,5,6,1,3,2,1,4,1,4,2,2,2,2,5,1,4,6,5,1,4,3,3,1,2,6,3,2,3,3,2,3,3,3,2,3,2,3,4,2,3,1,2,3,2,3,1,0,2,3,1,1,2,2,2,3,0,11,7,0,7,18,13,20,11,9,15,17,27,54,54
666,6/26/13 10:36,64307,Male,38,7/26/74,Irish,Ireland,Yes,0,Fourth Level,Project Ma0ger,Right handed,Yes,No,No,Yes,1994,20,12000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,18,7,No,Yes,Yes,6,7,1,5,6,5,6,1,1,1,3,4,7,1,2,4,1,2,6,1,4,5,2,6,5,6,6,5,1,1,2,3,3,3,3,3,3,4,2,3,1,1,1,1,3,3,3,3,3,4,2,0,2,3,1,3,2,3,1,2,0,13,9,0,9,12,12,13,11,3,18,34,32,38,20
667,6/26/13 10:41,64169,Female,20,12/22/92,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),dispensary helper pharmacy,Right handed,No,No,No,No,0,0,0,0,0,No,0,0,0,Yes,Yes,4,0,Yes,Yes,4,20,0,0,0,6,7,3,3,5,5,3,4,2,2,3,3,7,3,4,4,1,3,5,1,5,5,5,5,5,5,6,5,3,4,4,2,2,2,2,3,4,3,2,3,2,2,2,2,3,1,2,2,2,2,1,0,2,1,2,3,2,2,2,3,0,10,7,0,7,17,12,20,9,10,21,32,30,16,16
668,6/26/13 10:42,64291,Male,29,10/29/83,Irish,Ireland,Yes,0,Secondary (Leaving Cert),factory worker,Right handed,Yes,No,No,Yes,2006,21,0,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,11,20,No,No,No,7,3,1,1,5,1,3,5,1,1,6,1,6,2,2,2,1,1,6,1,6,5,6,6,5,3,5,5,1,2,1,2,3,3,2,3,1,2,1,2,4,2,1,2,2,2,3,3,2,1,2,0,2,3,1,3,3,4,4,2,0,12,9,0,8,9,14,8,3,8,18,32,31,29,18
669,6/26/13 10:46,64177,Female,47,07/06/1965,Irish,Ireland,Yes,0,Fourth Level,librarian,Right handed,No,No,Yes,No,0,0,0,No,0,0,0,0,0,Yes,Yes,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,47
670,6/26/13 10:56,42053,Male,22,3/25/91,Irish,Ireland,Yes,0,Third Level (Honours degree),,Right handed,Yes,No,No,Yes,0,17,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,5,2,No,No,No,6,5,1,5,4,3,4,1,2,2,1,2,2,1,3,2,1,2,2,1,7,6,3,3,2,4,5,5,3,2,2,2,3,3,2,2,2,3,3,2,2,3,2,3,4,2,3,1,3,3,2,0,3,3,4,3,3,2,3,3,0,12,8,0,10,15,13,14,9,3,16,15,33,22,17
671,6/26/13 11:04,64290,Female,26,0,Irish,Ireland,Yes,0,Fourth Level,student,Right handed,No,No,Yes,No,0,22,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,10,14,No,No,No,6,6,1,5,5,2,3,2,2,1,2,5,6,2,1,2,2,4,5,2,6,6,5,2,2,5,7,6,2,3,2,2,4,3,3,3,3,2,3,1,1,2,3,1,4,2,3,2,3,3,1,0,1,2,2,3,2,1,4,3,0,11,8,0,7,13,13,12,14,5,20,23,34,26,16
672,6/26/13 11:22,64410,Male,31,2/25/82,Irish,Ireland,Yes,0,Fourth Level,student,Right handed,No,Yes,No,No,0,0,0,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,15,15,No,No,No,7,6,1,5,6,4,5,1,2,3,2,3,6,1,3,2,1,3,5,1,3,5,6,6,6,6,7,7,4,5,2,2,3,3,4,4,2,3,1,2,4,3,3,3,4,2,3,2,2,3,4,0,2,2,1,2,3,4,3,2,0,16,8,0,10,16,14,20,11,3,23,31,34,31,16
673,6/26/13 11:25,64717,Male,27,01/07/1986,Irish,Ireland,Yes,0,Fourth Level,Accountant,Right handed,Yes,No,No,Yes,2004,17,10000,No,0,0,0,0,0,No,No,0,0,Yes,Yes,11,15,No,No,Yes,5,6,2,6,6,2,5,1,2,2,1,4,4,3,3,4,2,5,5,4,4,5,5,5,4,5,6,5,4,2,3,2,3,2,1,2,3,3,3,2,3,3,4,2,4,2,2,1,2,3,2,0,3,2,2,3,2,3,3,3,0,13,7,0,10,18,12,16,15,6,25,25,30,27,16
674,6/26/13 11:25,64398,Male,25,10/22/87,British,Ireland,Yes,0,Third Level (Honours degree),it professio0l,Right handed,Yes,No,No,Yes,2005,18,0,No,0,No,0,0,0,Yes,Yes,11,70,Yes,Yes,11,10,No,No,No,6,7,1,1,7,1,4,1,2,1,1,1,1,1,3,3,1,1,6,1,6,7,6,4,5,6,7,6,4,3,3,2,2,3,2,1,4,2,2,3,3,2,2,2,3,3,2,1,2,2,3,0,2,1,1,2,3,3,2,2,0,12,4,0,10,15,12,14,3,3,24,24,36,14,14
675,6/26/13 11:28,64706,Female,23,09/11/1981,Irish,Ireland,Yes,0,Fourth Level,marketing exec,Right handed,Yes,No,No,Yes,2008,17,10000,No,0,No,0,0,0,Yes,Yes,7,25,Yes,Yes,10,12,No,Yes,Yes,6,1,1,5,7,1,5,1,6,1,2,5,7,1,7,1,1,5,3,1,7,6,1,2,2,7,1,4,1,1,3,3,1,2,2,2,2,1,1,1,3,3,1,4,1,3,2,3,3,2,1,0,2,4,0,3,4,1,3,2,0,9,9,0,8,14,12,11,15,3,24,17,29,16,13
676,6/26/13 11:30,64445,Male,27,10/13/85,Irish,Ireland,Yes,0,Third Level (Honours degree),Perso0l Trainer,Right handed,No,No,No,No,0,0,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,10,10,No,No,No,6,4,4,2,7,5,5,2,7,5,1,2,1,3,5,6,3,1,4,1,1,4,7,7,3,7,6,7,3,4,2,3,3,3,3,1,2,3,1,1,3,4,4,3,2,1,2,2,2,2,2,0,4,4,4,3,3,2,2,2,0,11,8,0,9,18,10,30,5,9,30,20,29,27,17
677,6/26/13 11:33,64599,Male,18,10/07/1994,Irish,Ireland,Yes,0,Secondary (Leaving Cert),promoter,Right handed,Yes,Yes,Yes,No,0,16,2000,No,0,Yes,1,not serious,0,Yes,No,0,0,Yes,Yes,4.5,14,No,Yes,Yes,6,7,3,1,7,4,7,4,4,1,7,4,7,4,3,1,5,4,6,7,7,7,7,7,6,7,5,4,4,1,1,4,4,3,1,3,2,1,3,1,1,2,1,4,3,2,4,1,4,3,1,0,1,3,3,2,3,2,3,1,0,10,8,0,5,11,11,15,9,11,36,40,36,18,13.5
678,6/26/13 11:48,64446,Female,26,4/15/87,Irish,Ireland,Yes,0,Fourth Level,pensioner trusteee,Right handed,Yes,No,No,Yes,2006,18,15000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,8.5,2,No,Yes,No,5,7,1,5,3,4,5,3,4,3,5,5,7,7,4,2,1,4,7,5,3,5,5,7,6,3,7,7,2,1,4,2,3,3,2,4,4,4,4,4,3,4,4,3,4,3,2,2,3,3,2,0,3,3,2,3,2,3,4,4,0,15,10,0,12,23,16,16,14,11,21,39,32,26,17.5
679,6/26/13 11:49,52087,Male,20,1/28/93,Irish,Ireland,Yes,0,Secondary (Leaving Cert),student,Right handed,Yes,Yes,Yes,No,0,19,400000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,2,3,No,No,No,6,1,1,4,6,5,7,1,1,1,4,4,3,1,1,1,1,4,4,3,6,5,6,2,1,6,6,3,4,2,4,1,3,2,1,1,4,4,4,4,1,4,4,1,4,1,2,1,2,4,2,0,2,2,4,2,2,1,4,4,0,11,5,0,9,21,15,14,12,3,23,15,33,20,18
680,6/26/13 11:53,64598,Female,52,11/16/60,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),housewife,Right handed,Yes,No,No,Yes,1985,23,10000,No,0,No,0,0,0,Yes,Yes,32,70,Yes,Yes,34,4,No,No,No,7,6,1,7,6,1,6,1,1,1,6,4,4,1,1,5,1,4,1,1,6,7,1,7,4,5,7,7,1,1,4,2,2,3,2,1,4,3,4,4,2,3,3,3,4,3,1,1,3,3,3,0,2,3,1,2,3,2,4,2,0,13,6,0,10,20,16,10,15,3,15,28,40,20,18
681,6/26/13 11:58,64433,Female,38,4/26/75,Irish,Ireland,Yes,0,Fourth Level,rt officer,Right handed,Yes,No,No,Yes,2006,20,15000,No,0,No,0,0,0,Yes,No,0,0,Yes,No,0,0,No,No,Yes,7,3,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,3,4,5,1,1,4,2,4,3,1,1,4,3,3,1,3,4,3,2,3,2,1,2,2,3,2,0,2,1,1,2,1,3,2,4,0,13,4,0,10,20,9,7,3,3,8,8,31,38,38
682,6/26/13 11:59,64597,Male,42,9/19/70,Irish,Ireland,Yes,0,Fourth Level,psychologist,Right handed,Yes,No,No,Yes,1992,22,26000,Yes,speeding,No,0,0,0,Yes,No,0,0,Yes,Yes,26,9,No,No,No,6,5,1,2,3,1,5,1,1,2,5,1,5,1,3,1,1,1,5,1,5,6,1,6,6,3,5,5,1,1,3,2,3,2,1,1,4,4,4,4,2,4,4,1,4,2,2,1,2,4,1,0,3,2,1,1,2,1,4,3,0,12,4,0,9,20,15,7,4,3,12,32,32,42,16
683,6/26/13 12:02,64524,Female,20,4/20/93,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),student,Left handed,No,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,6,70,Yes,Yes,4,0,No,No,No,7,6,1,1,6,1,1,5,1,1,6,1,6,1,1,1,2,5,7,1,7,6,3,6,6,6,6,5,1,1,3,3,1,2,3,3,2,2,1,2,4,3,2,3,3,1,2,2,3,2,1,0,3,1,4,2,1,4,4,3,0,14,6,0,8,15,12,6,7,7,19,37,32,14,16
684,6/26/13 12:04,64523,Male,21,11/11/1991,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),cashier,Right handed,No,0,0,0,0,0,0,0,0,0,0,0,0,No,No,0,0,Yes,Yes,4,0,No,No,No,6,1,4,2,3,3,6,7,4,3,2,1,5,3,3,3,4,2,1,5,3,4,1,6,4,2,7,1,3,4,3,0,1,4,4,1,1,2,3,1,3,1,2,4,2,1,2,3,3,3,3,0,1,4,2,3,1,4,1,2,0,17,8,0,7,13,8,20,5,14,18,19,27,21,17
685,6/26/13 12:05,64451,Male,19,8/16/93,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Cashier,Right handed,No,No,No,No,0,0,0,0,0,0,0,0,0,No,No,0,0,Yes,Yes,2,3,No,Yes,No,7,7,5,6,4,1,5,2,5,1,6,5,3,1,1,5,1,3,7,5,7,7,6,7,7,7,6,7,1,5,3,1,2,4,3,4,4,3,2,4,1,3,3,1,4,2,2,1,3,4,1,0,1,3,1,1,4,1,4,3,0,11,8,0,7,17,17,18,14,8,24,37,39,19,17
686,6/26/13 12:17,62257,Male,68,9/29/44,Irish,Ireland,Yes,0,Primary,retired,Left handed,Yes,No,No,Yes,1965,16,0,Yes,speeding,No,0,0,0,Yes,No,0,0,No,0,0,0,Yes,No,No,7,3,1,1,1,1,5,1,5,1,1,1,2,1,1,1,1,1,3,1,3,5,1,1,4,2,1,7,1,1,3,2,2,4,4,2,3,3,3,2,1,3,4,2,4,2,1,2,2,3,1,0,2,2,1,2,1,1,4,2,0,12,6,0,7,18,13,10,3,3,7,14,28,68,68
687,6/26/13 12:19,43022,Female,19,12/22/93,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,No,No,No,No,0,0,0,0,0,No,0,0,0,Yes,No,0,0,Yes,Yes,3,7,No,No,No,7,2,2,5,7,2,5,4,1,5,5,5,7,2,2,3,2,3,7,7,3,4,6,7,7,5,6,7,7,2,3,3,2,4,2,4,3,1,3,3,3,2,2,3,3,1,2,1,3,3,1,0,2,3,1,4,2,3,4,2,0,14,11,0,6,14,13,20,13,8,29,35,32,19,16
688,6/26/13 12:26,64409,Female,22,09/09/1990,Moldovan,Ireland,Yes,0,Third Level (Honours degree),Pharmacy ,Right handed,No,No,No,,0,0,0,0,0,0,0,0,0,Yes,Yes,3,0,Yes,Yes,5,3,No,Yes,No,6,3,1,1,5,5,1,4,3,5,2,2,5,1,1,6,5,5,6,3,5,5,5,5,7,5,5,5,2,2,3,1,3,3,2,4,4,3,3,2,1,3,3,2,4,3,3,1,3,3,2,0,2,3,3,3,3,1,3,3,0,10,10,0,10,18,13,23,8,6,24,28,27,19,17
689,6/26/13 12:28,43183,Female,68,12/03/1945,0,0,Yes,0,0,education,Right handed,Yes,0,0,0,1983,16,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,30,3,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,38
690,6/26/13 12:32,64399,Male,22,04/09/1991,Irish,Ireland,Yes,0,Secondary (Leaving Cert),student,Right handed,No,0,0,0,0,16,0,0,0,0,0,0,0,Yes,No,2.5,0,Yes,No,0,0,No,No,Yes,7,3,1,5,1,1,5,1,1,1,5,4,1,1,1,1,2,5,5,2,4,6,4,5,2,3,6,5,1,1,4,1,2,1,1,4,4,4,2,3,4,4,4,3,4,4,2,3,2,4,3,0,1,2,1,2,1,3,2,4,0,14,8,0,12,23,13,6,14,3,13,21,33,19.5,22
691,6/26/13 12:38,64397,Female,24,11/17/88,German,Ireland,No,German,Fourth Level,intellectual property specialist,Right handed,Yes,No,No,Yes,2006,18,500,No,0,No,0,0,0,Yes,Yes,9,10,Yes,Yes,10,2,No,No,No,5,2,1,5,5,3,3,1,3,2,1,2,3,1,5,5,3,2,5,1,5,5,3,3,1,5,7,3,4,3,3,1,2,2,1,2,3,3,4,4,3,3,4,3,3,3,2,1,2,3,3,0,2,1,1,2,3,2,4,3,0,13,5,0,11,19,15,20,9,3,22,15,28,15,14
692,6/26/13 12:40,64400,Male,22,7/25/90,English,England,Yes,0,Third Level (Honours degree),student,Right handed,No,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,4,8,No,No,No,6,6,1,2,6,1,5,1,1,1,6,1,5,1,2,3,1,1,5,1,6,4,6,1,3,5,7,5,5,1,3,3,1,3,1,2,4,2,2,1,1,3,2,2,3,2,3,2,2,3,2,0,2,2,2,4,2,2,3,2,0,9,8,0,8,16,11,12,4,3,21,26,33,22,18
693,6/26/13 12:45,64602,Female,14,02/09/1999,Irish,Ireland,Yes,0,Secondary (Inter/Junior Cert),,Right handed,No,No,No,,0,0,0,0,0,0,0,0,0,No,No,0,0,No,No,0,0,No,No,No,6,1,1,5,1,5,1,1,3,1,1,3,1,1,1,4,2,1,1,1,4,3,6,1,1,3,3,3,3,7,2,1,3,2,2,1,1,3,2,3,1,2,1,2,2,1,1,1,2,2,2,0,1,2,3,3,3,1,1,1,0,8,6,0,5,11,10,23,9,3,14,6,20,14,14
694,6/26/13 12:48,64401,Female,23,9/23/89,English,Scotland,Yes,0,Third Level (Honours degree),student,Left handed,No,0,0,0,0,0,0,0,0,0,0,0,0,No,No,0,0,Yes,Yes,5.5,8,No,Yes,No,7,7,1,5,7,4,6,1,1,4,6,5,6,1,2,2,4,5,7,6,7,7,5,3,6,6,6,5,4,4,1,3,3,3,4,3,1,2,2,2,4,1,1,3,1,3,3,4,3,1,2,0,2,3,2,3,4,4,3,2,0,15,9,0,9,9,14,19,15,3,30,35,38,23,17.5
695,6/26/13 12:53,64372,Male,28,1/21/85,American,USA,Yes,0,Fourth Level,teacher,Right handed,Yes,No,No,Yes,2001,16,0,0,0,Yes,1,not,2,Yes,Yes,2,0,Yes,Yes,10,4,No,Yes,Yes,5,1,1,1,7,3,3,1,1,1,1,1,1,1,4,5,3,1,1,1,3,6,3,1,1,5,1,1,0,5,3,2,4,4,3,2,4,3,2,4,2,4,2,3,4,2,2,2,2,3,1,0,2,4,2,3,2,2,3,3,0,12,9,0,8,19,15,0,3,3,23,6,19,26,18
696,6/26/13 12:59,64396,Female,30,12/31/82,Irish,Ireland,Yes,0,Third Level (Honours degree),Student,Right handed,Yes,No,No,Yes,2005,20,12000,No,0,No,0,0,0,Yes,Yes,10,105,Yes,Yes,14,10,No,No,No,5,5,1,5,1,3,1,1,1,1,3,5,1,5,5,1,1,5,1,5,5,5,1,1,3,1,1,6,1,1,3,2,3,3,2,2,2,3,2,3,2,3,4,2,2,2,2,3,3,3,1,0,1,1,1,2,3,2,1,2,0,11,5,0,6,17,12,8,15,7,14,14,23,20,16
697,6/26/13 13:20,64395,Male,26,11/08/1986,Irish,Ireland,Yes,0,Third Level (Honours degree),trainee accountant,Right handed,Yes,Yes,Yes,No,0,20,0,No,0,No,0,0,0,No,0,0,0,Yes,Yes,10,5,No,Yes,No,7,7,5,7,6,1,7,5,2,7,2,5,7,5,1,1,1,6,7,1,7,5,3,7,7,0,0,7,1,1,2,2,2,2,3,3,2,2,2,1,4,3,2,2,2,2,2,1,3,2,3,0,3,3,3,2,2,4,1,3,0,15,8,0,11,13,7,13,18,15,0,37,0,26,16
698,6/26/13 13:32,54532,Male,25,04/10/1988,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),stock auditor,Right handed,Yes,No,No,Yes,2010,22,10000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,7.2,16,No,No,No,5,2,1,3,5,2,3,1,1,1,4,2,5,3,1,4,1,4,7,1,7,6,5,6,7,6,2,7,4,1,3,2,1,3,3,2,4,3,2,1,2,3,4,3,3,4,2,0,3,3,2,0,2,3,1,2,2,2,4,4,0,12,7,0,12,20,0,13,9,5,19,31,30,25,17.8
699,6/27/13 09:35,64375,Female,28,2/20/85,American,USA,Yes,0,Third Level (Honours degree),ma0ger,Right handed,No,No,No,Yes,2001,15,20,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,10,10,No,No,No,6,1,1,5,3,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,3,5,0,1,1,1,1,5,1,1,4,1,3,3,1,2,3,3,3,3,2,4,4,2,3,2,2,3,2,3,1,0,2,1,1,3,2,1,2,2,0,10,6,0,7,20,13,6,7,3,0,6,25,28,18
700,6/27/13 09:42,64376,Female,24,1/26/88,Dutch,England,No,Dutch,Third Level (Honours degree),Customer Service,Right handed,Yes,No,No,Yes,2009,20,0,No,0,0,0,0,0,No,No,0,0,Yes,Yes,8,2,No,No,No,6,1,1,2,6,2,4,1,1,2,3,1,1,1,4,3,5,1,2,2,3,4,6,3,1,6,7,3,4,5,3,2,2,2,2,3,4,4,2,4,3,3,3,2,1,1,2,3,2,2,3,0,2,3,1,2,3,3,2,2,0,12,8,0,8,19,13,17,4,3,29,11,27,24,16
701,6/27/13 09:48,50,Male,50,0,Irish,Ireland,Yes,0,Third Level (Honours degree),editor,Right handed,Yes,No,No,Yes,1980,17,10000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,30,2,No,No,No,7,6,1,5,5,1,7,1,5,1,1,4,5,1,4,1,1,3,5,1,3,6,1,1,7,7,2,7,1,1,4,2,4,1,1,2,4,4,4,4,2,3,4,1,4,3,1,1,2,4,1,0,2,3,1,3,2,2,1,4,0,13,8,0,10,20,12,10,12,3,19,25,32,50,20
702,6/27/13 09:56,64374,Male,33,7/19/79,American,USA,Yes,0,Fourth Level,Designer/Professor,Right handed,Yes,No,No,Yes,1996,16,16000,No,0,No,0,0,0,Yes,Yes,9,4,Yes,Yes,16,21,No,Yes,No,5,7,1,4,7,6,5,1,2,2,3,5,4,1,6,5,3,3,5,1,6,6,7,6,6,6,7,6,4,6,3,3,3,4,2,2,1,2,2,2,2,3,3,2,2,2,3,4,4,3,3,0,2,2,3,3,3,2,3,3,0,11,7,0,10,14,14,25,12,3,30,31,35,24,17
703,6/27/13 10:08,64756,Male,27,03/05/1986,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),Actor,Right handed,No,Yes,Yes,No,0,16,0,No,0,No,0,0,0,Yes,Yes,15,140,Yes,Yes,13,30,No,Yes,No,7,7,1,1,7,1,7,1,1,1,3,1,5,5,5,1,1,1,4,1,7,7,1,3,7,6,7,3,1,1,1,4,4,4,4,4,3,1,1,2,1,1,4,1,4,4,4,4,1,4,3,0,3,4,4,1,3,4,1,4,0,14,9,0,14,11,14,6,3,7,21,29,38,12,14
